CreditCardName,card_issuer,credit_card_id,Highlights,WelcomeOffers,applyNow,Applynowsequence,cardsequence,Apply_Link,featured_text,IssuerName,Website,URL_launch_apply,cc_applyNowWeb,Apply_Link_Web,forapplycard,url,StartingColor,EndColor,card_type,JoiningFees,RenewalFees,bsf_movies,bsf_travel,bsf_dining,bsf_fuel,bsf_shoping,id,Rewards,Movie,Dining,Travel,Lounge,Golf,Fuel,RewardRedemption
Axis Bank MY Zone Credit Card,5,175,"- Complimentary SonyLiv Premium annual subscription (renewed on spending Rs. 1.5 lakh in an anniversary year).
- Starting from the second year, cardholders are required to pay an annual fee of Rs. 500.
- 4 EDGE Points per Rs. 200 spent with the Axis Bank My Zone Credit Card.
- Discount on Swiggy of Rs. 120 per order (minimum order value of Rs. 500 required).
- Buy One Get One offer on movie ticket bookings via Paytm movies.
- 1 complimentary domestic airport lounge access per quarter.
- Flat discount of Rs. 1000 on AJIO on minimum spends of Rs. 2,999.
- 15% off up to Rs. 500 on a minimum order of Rs. 1500 with the EazyDiner program.",- Free SonyLiv annual subscription worth Rs. 999.,TRUE,7,,https://web.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=apx{param},Get Edge Reward Points,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,https://clctab.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=lgx{param},TRUE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735025548978374517350255489783745CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,TRUE,FALSE,FALSE,FALSE,FALSE,148,"- 4 Edge points on every ₹ 200 spent on this credit card.
- No edge points on movies, fuel and EMI transactions.",- Buy one get one movie ticket offer on booking movie tickets from Paytm Movies.,- 15% off at partner restaurants with Dining Delights & flat Rs 120 off on food orders with Swiggy.,- Complimentary airport lounge access.,- 4 complimentary domestic lounge access (1 per quarter).,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your edge reward points from Axis Bank EDGE REWARDS catalog.
- 1 Edge point = ₹ 0.20."
Axis Bank Neo Credit Card,5,177,"- 1 EDGE REWARD point on every ₹200 spent on this card.
- Reward Points are redeemable against over 500 options.
- Get 40% off on Zomato food delivery with an Axis Bank Neo Credit Card.
- Get 15% off on dining at partner restaurants.
- Get 10% off on Blinkit, Myntra, and BookMyShow.
- 1% fuel surcharge waiver at all fuel stations in India.",100% Cashback Up to ₹300 on Your First Utility Bill Payment,TRUE,16,,https://web.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=ap_{param},Bonus EDGE Reward Points,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,TRUE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1727263181550290417272631815502904CreditCardImage.jpeg,0xffAC265C,0xff831E40,components_visa_visas,Nil,Nil,FALSE,FALSE,FALSE,FALSE,TRUE,150,"- 1 EDGE reward point on every ₹ 200 spent on this credit card
- 5% cashback on Utility Bill Payments via Paytm (Maximum ₹150/month)
- 10% off up to ₹250  per month on Blinkit on minimum spends of ₹750
- 10% off on Myntra on minimum spends of ₹500",- Get 10% off up to ₹100 on booking movie tickets through BookMyShow.,"- Get 40% off on food delivery at Zomato (Min spend- ₹200, Max discount per order- ₹120, Maximum 2 discounts per month)",,,,"- 1% fuel surcharge waiver on fuel transactions between ₹400 - ₹4,000.","- Redeem your earned edge reward points from Axis Bank EDGE REWARDS catalog.
- 1 Edge point = ₹0.20."
IndianOil Axis Bank Credit Card,5,179,"- Welcome benefit of 1250 EDGE Reward Points (worth up to Rs. 250).
- 20 Reward Points on every Rs 100 spent at IOCL petrol pumps.
- 1 EDGE Point per Rs. 100 on all other spends with the card.
- Instant discount of up to 10% on movie tickets on Book My Show.
- Up to 15% discount up to Rs. 500 on dining bills at partner restaurants under the Axis Bank EazyDiner Program.",- Welcome benefit of 1250 EDGE Reward Points (worth up to Rs. 250) on first fuel transactions within 30 days of card setup.,TRUE,2,,https://web.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=apx{param},Get EDGE Reward Points,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,https://clctab.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=lgx{param},TRUE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735025915662217517350259156622175CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,TRUE,TRUE,152,"- 20 Edge points on every ₹ 100 spent on fuel transactions between ₹ 400 to ₹ 4,000 at all IOCL petrol pumps.
- 5 Edge points on every ₹ 100 spent on online transactions between ₹ 100 and ₹ 5,000.
- 1 Edge point on every ₹ 100 spent on this credit card. ",- 10% off on booking movie tickets from BookMyShow.,- 15% off up to Rs. 500 per month on dining bills at partner restaurants under the Axis Bank EazyDiner Program.,,,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.",- Reward Points redeemable for shopping/travel vouchers and products (from the given product catalog) on Axis Bank EDGE Rewards Portal.
Flipkart Axis Bank Super Elite Credit Card,5,554,"- 500 bonus SuperCoins on card activation.
- 15% off flight tickets on bookings via Flipkart Flights.
- Get Rs. 500 off on select Myntra items on a minimum purchase of Rs. 2999.
- Complimentary Gaana trial membership for three months.
- Plus members get 12 SuperCoins more on purchasing with Flipkart.
- 30% off on the first medicine order from Flipkart health.","- 500 bonus SuperCoins as an activation benefit.
- 2 months complimentary youtube Premium trial membership.
- 3 months complimentary Gaana plus trial membership.
- 1 year complimentary membership to Lenskart.",FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1688797725077588616887977250775886CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,501,"- Flipkart Plus members get 12% Super coins (12 SuperCoins on every spend of Rs. 100) on their purchases on Flipkart.
- Non plus members get 6% SuperCoins on their Flipkart purchases.
- All the cardholders get 2% SuperCoins on all other retail purchases.",,,"- Get a discount of up to Rs. 1,500 on domestic flights and up to Rs. 5,000 off on international flight bookings (introductory offer)",,,"- The Flipkart Axis Bank Super Elite Credit Cardholders also get a 1% fuel surcharge waiver on all their fuel purchases between Rs. 400 and Rs. 5,000.","- The SuperCoins earned using this card can be redeemed against various products, gift vouchers, and other options available on the Flipkart website/app.
- 1 SuperCoin = Re. 1."
Axis Bank KWIK RuPay Credit Card,5,558,"- Lifetime free credit card without joining or annual fees.
- Receive a virtual card instantly on the Kiwi mobile app after getting approved.
- Easily activate the card and set up UPI PIN to make UPI transactions.
- 2 EDGE RPs per Rs. 200 spent on domestic and international spends.
- 1% fuel surcharge waiver on transactions between Rs. 400 and Rs. 4000.",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1688797596270769316887975962707693CreditCardImage.webp,0xffAC265C,0xff831E40,components_rupay_rupays,Nil,Nil,FALSE,FALSE,FALSE,FALSE,TRUE,505,- 2 EDGE RPs per Rs. 200 spent with the card on domestic and international spends.,,,,,,- 1% fuel surcharge waiver on transactions between Rs. 400 to Rs. 4000.,"- RPs can be redeemed against products, vouchers, flight/hotel tickets, Airmiles, etc."
Samsung Axis Bank Infinite Credit Card,5,446,"- 30,000 EDGE Reward Points as a welcome benefit.
- Up to 15 EDGE Reward Points for every spend of Rs. 100.
- 10% cashback on all Samsung purchases.
- Complimentary access to International as well as Domestic Airport Lounges,
Complimentary 1 year EazyDiner Membership.
- Up to 25% off on Dining bills with Axis Dining Delights.
- 1% fuel surcharge waiver."," - 30,000 EDGE Reward Points",FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1664352985237.png,0xffAC265C,0xff831E40,components_visa_visas,"Rs. 5,000 + GST","Rs. 5,000 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,393,"- 15 EDGE Points for every Rs. 100 spent on BigBasket, Tata 1mg, Urban Company, Zomato, and Myntra.
- 15 EDGE Points for every Rs. 100 spent on International and Domestic transactions.
- 5 EDGE Points for every Rs. 100 spent on all other spends.",,"- Enjoy 1 year complimentary EazyDiner Prime Membership and avail 25% discount at premium restaurants across major cities in India.
- Enjoy up to 25% discount (up to Rs. 800) at 4,000+ restaurants across India under the Axis Bank Dining Delights program.
- The discount can be availed for transactions above Rs. 2,000 and for a maximum of 2 times a month.",- Complimentary access to International as well as Domestic Airport Lounges.,"- 8 complimentary domestic airport lounge access every year.
- 6 complimentary international airport lounge access every year with the priority pass membership.",,- 1% fuel surcharge waiver.,"- Redeem your EDGE reward points using Axis Bank EDGE REWARDS catalog.
- 1 EDGE Reward Point = ₹ 0.20."
Samsung Axis Bank Signature Credit Card,5,447,"- Welcome benefits of 2,500 bonus Edge Rewards.
- 10% cashback on all Samsung purchases.
- 10 Edge Rewards on every Rs. 100 spent on partnered brands.
- 5 Edge Rewards on every Rs. 100 spent elsewhere.
- 15% discount on dining spend across several premium restaurants.
- 1% fuel surcharge waiver on all fuel transactions.","- 2,500 bonus Edge Rewards on making at least 3 transactions within the first 30 days of card issuance.",FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1664356773605.png,0xffAC265C,0xff831E40,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,394,"- 10 Edge Rewards on every spend of Rs. 100 on partnered brands, including BigBasket, Myntra, Zomato, UrbanCompany, Tata1mg, etc.
- 5 Edge Rewards on every spend of Rs. 100.
10% cashback on all their purchases from the Samsung brand.",,"- 15% discount on dining across over 4,000 premium restaurants twice every month.",- Complimentary airport lounge access every year.,- 4 complimentary domestic airport lounge access every year.,,"- 1% fuel surcharge waiver on all fuel purchases between Rs. 400 and Rs. 4,000.",- The earned Edge Rewards can be redeemed against various options available on Axis Bank's Edge Rewards portal at a rate of 1 Edge Reward = Re. 0.20.
Axis Bank Privilege Credit Card,5,171,"- You can earn up to 12,500 Edge Rewards as a welcome benefit.
- You get 10 EDGE Points on every Rs. 200 you spend.
- Up to a 20% discount on dining through the Axis Bank Dining Delights.
- Spend Based domestic lounge access every year.
- Double benefits on achieving the milestone spends.
- Spend based renewal fee waiver.
- 3,000 bonus EDGE Points on card renewal.","- 12,500 EDGE REWARD Points on payment of joining fee & 6,250 EDGE REWARD Points for priority banking customers. ",TRUE,26,,https://web.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=apx{param},Get EDGE Reward Points,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,https://clctab.axisbank.co.in/DigitalChannel/WebForm/?ipa41&axisreferralcode=lgx{param},TRUE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735190398740938617351903987409386CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,"Rs. 1,500 + GST","Rs. 1,500 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,145,- 10 EDGE points on every ₹ 200 spent on domestic and international spends with this card.,,- Save up to 20% on dining bills at 4000+ partner restaurants.,- Spend Based airport lounge access.,"- 2 domestic lounge access per quarter. (on spending a minimum Rs. 50,000 in the previous 3 months)",,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- You can redeem the EDGE Points, for 1 EDGE Point = Rs. 0.20 against a variety of products and vouchers."
Axis Bank Atlas Credit Card,5,381,"- 5,000 Edge Miles that are worth Rs. 5,000 on joining the card membership.
- 5 Edge Miles per Rs. 100 on all travel spends with the card.
- 2 Edge Miles per Rs. 100 spent on other eligible transactions
- Card available in three tiers of membership silver, gold and platinum.
- Bonus Edge Miles on reaching specified spend milestones with the card.
- 25% off up to Rs. 800 via EazyDiner at partner restaurants","- 5,000 Edge Miles on successfully completing 1 transaction within 30 days of card set up date.",TRUE,20,,https://cardinsider.com/go/axisbank,Earn Edge Miles,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,TRUE,https://cardinsider.com/go/axisbank,TRUE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735024579038435117350245790384351CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,"Rs. 5,000 + GST","Rs. 5,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,330,"- 5 Edge Miles per Rs. 100 on flight/hotel bookings via the Axis Bank Travel Edge portal.
- 2 Edge Miles per Rs. 100 on all other transactions made with the Axis Bank Atlas Credit Card.",,- Discounts of up to 25% up to Rs. 800 at partner restaurants via EazyDiner. Offer valid twice per month on a minimum order value of Rs. 2000.,- Complimentary Lounge access.,"- For Domestic Lounge Access 8 per annum with Silver Tier, 12 per annum with Gold Tier and 18 per annum with Platinum Tier.
- For International Lounge Access 4 per annum under Silver Tier, 6 per annum under Gold Tier and 12 per annum under Platinum Tier.",,"- 1% fuel surcharge waiver on fuel transactions between Rs. 400 and Rs. 4,000 (capped at Rs. 400 pm)",- Edge Miles can be transferred to international and domestic loyalty program partners for airlines and hotels.
SpiceJet Axis Bank Voyage Black Credit Card,5,396,"- Get a SpiceJet flight voucher worth Rs. 4,000 as a welcome benefit.
- Complimentary SpiceClub Gold membership on card approval.
- Earn up to 28 Spiceclub Points on every spend of Rs. 200.
- Earn up to 8,000 bonus Reward Points every year on achieving the milestone spend.
- Get complimentary domestic lounge access every year.
- Get 2,000 bonus points every year as a renewal benefit.","- Get a SpiceJet flight voucher worth Rs. 4,000 and complimentary Spiceclub Gold membership.",FALSE,,,https://clctab.axisbank.co.in/DigitalChannel/WebForm/?ipa21,Get ₹ 600 Cashback,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1705652271275533717056522712755337CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,"Rs. 2,000 + GST","Rs. 2,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,345,"- 28 Spiceclub points on every spend of Rs. 200 on the SpiceJet website/mobile app.
- 12 Spiceclub points on every Rs. 200 you spend on online bill payments, food orders, or online entertainment.
- 6 Spiceclub points on every other spend of Rs. 200.",,- Get  up to 20% discount on dining at several participating restaurants.,- Complimentary access to domestic airport lounges.,- 8 complimentary domestic lounge access every year.,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- The earned Spiceclub Points can be redeemed against flight tickets, meal vouchers, etc, via the SpiceJet website or mobile app.
- 1 Spiceclub Point is equivalent to Re. 0.5."
SpiceJet Axis Bank Voyage Credit Card,5,395,"- SpiceJet voucher worth Rs. 1,500 as a welcome gift
- Complimentary Spice Club Silver Membership
- Bonus SpiceClub Points as milestone benefits
- 20% off on your dining bills at the partnered restaurants
- Earn up to 18 Spice Club Points for every Rs. 200 spent on SpiceJet app and website","-  SpiceJet flight voucher of Rs. 1,500 on completion of 2 transactions with 30 days of the card issuance. ",TRUE,25,,https://cardinsider.com/go/axisbank,Get SpiceClub Points,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,TRUE,https://cardinsider.com/go/axisbank,TRUE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1703675957917951817036759579179518CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,Rs. 750 + GST,Rs. 750 + GST,FALSE,TRUE,FALSE,FALSE,FALSE,344,"- 18 SpiceClub points on every ₹ 200 spent on bookings made through SpiceJet website or app. 
- 6 SpiceClub points on every ₹ 200 spent on online transactions.
- 3 SpiceClub points on every ₹ 200 spent on all other domestic & international transactions.",,- 20% discount on dining bills at partner restaurants under the Dining Delights Program.,- Complimentary Lounge access.,- 4 complimentary domestic lounge access every year.,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- The SpiceClub Points can be redeemed against booking flight tickets, meal vouchers, etc. available on the SpiceJet Website or App.
- 1 SpiceClub Point = ₹ 0.50."
Airtel Axis Credit Card,5,390,"- Amazon gift voucher worth ₹500 as a welcome benefit.
- Up to 25% cashback on Airtel Mobile, broadband, and DTH bill spends via the Airtel Thanks app.
- 10% cashback on utility payments (gas, electricity, etc) via the Airtel Thanks app.
- 10% cashback on Swiggy, Zomato, and BigBasket
- 1% cashback on all other retail spends using the Airtel Axis Bank Credit Card.
- 4 domestic lounge access every year. 
- 1% fuel surcharge waiver.",- Amazon Voucher Worth ₹500.,FALSE,,,https://clctab.axisbank.co.in/DigitalChannel/WebForm/?ipa21,Get ₹ 600 Cashback,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1727245059183815817272450591838158CreditCardImage.jpeg,0xffAC265C,0xff831E40,components_visa_visas,₹500 + GST,₹500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,339,"- 25% cashback on Airtel mobile, DTH, WiFi, and broadband recharge via the Airtel Thanks app. The cashback under this category is capped at ₹250 per month.
- 10% cashback on utility bill payments (capped at ₹250 per month) via the Airtel Thanks app.
- 10% cashback on partner brands, including Swiggy, Big Basket, and Zomato. The cashback under this category is capped at ₹500 per month.
- 1% cashback on all other retail spends.",,- Up to 20% off on dining across 4000+ participating restaurants.,- Domestic Airport Lounge access.,"- 4 domestic lounge access every year. (on spending a minimum ₹50,000 in the previous 3 months)",,"- 1% fuel surcharge waiver on all transactions between ₹400 and ₹4,000.",- Direct cashback to the credit card statement.
LIC Visa Signature Credit Card,5,322,"- Earn 1 reward point on this credit card.
- Enjoy 2.5% fuel surcharge waiver.
- Covers personal accident insurance, purchase protection, and credit shield. ",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1699004414293798916990044142937989CreditCardImage.png,0xffAC265C,0xff831E40,components_visa_visas,NIL,NIL,FALSE,FALSE,FALSE,TRUE,TRUE,284,"- 2 Reward Points per Rs. 100 spent on international transactions and LIC payments.
- 1 Reward Point every Rs. 100 spent elsewhere.",,,- Complimentary airport lounge access,- 2 complimentary domestic lounge access every quarter.,,- 2.5% fuel surcharge waiver on fuel transactions.,"- Redeem reward points against cash statement of outstanding balance.
- 1 RP = ₹ 0.25"
LIC Titanium Master Card,5,324,"- Earn up to 2 reward point on this credit card.
- Enjoy 2.5% fuel surcharge waiver.
- Covers credit card lost liability.",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1699004445344343116990044453443431CreditCardImage.png,0xffAC265C,0xff831E40,components_master_card_master_cards,NIL,NIL,FALSE,FALSE,FALSE,FALSE,TRUE,286,"- 2 reward point on every ₹ 100 spent on premium payments and international transactions.
- 1 reward point on every ₹ 100 spent on this credit card.",,,,,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.",- Redeem reward points from LIC Reward catalog.
Axis Bank Miles and More World Select Master Card,5,185,"- Welcome benefit of 5,000 bonus award miles on the first transaction.
- On renewal of card membership get 3,000 award miles.
- Earn 4 award miles on spending ₹ 200 on this credit card.
- Exclusive offers and discounts on dining.
- Spend Based airport lounge access.
- Covers comprehensive insurance benefits.","- Get 15,000 bonus award miles as a welcome offer.",FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1711009514824642517110095148246425CreditCardImage.webp,0xffAC265C,0xff831E40,components_master_card_master_cards,"Rs. 10,000 + GST","Rs. 4,500 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,156,"- 6 award miles everytime on spending ₹ 200 on this credit card.
",,- Save up to 15% on dining bills at partner restaurants under Axis Bank Dining Delights Program.,- Domestic and International Airport lounge access.,"- 8 domestic lounge access (on spending a minimum Rs. 50,000 in the previous 3 months).
- 2 international lounge access with the Priority Pass membership (on spending a minimum Rs. 50,000 in the previous 3 months).",,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your earned miles towards flight bookings, hotel reservations, shopping at partner merchants, card rentals, etc."
Axis Bank Miles and More World Master Card,5,186,"- Welcome benefit of 5,000 bonus award miles on the first transaction.
- On renewal of card membership get 3,000 award miles.
- Earn 4 award miles on spending ₹ 200 on this credit card.
- Exclusive offers and discounts on dining.
- Spend Based airport lounge access.
- Covers comprehensive insurance benefits.","- Get 5,000 bonus award miles as a welcome offer.",FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1711009514824642517110095148246425CreditCardImage.webp,0xffAC265C,0xff831E40,components_master_card_master_cards,"Rs. 3,500 + GST","Rs. 3,500 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,157,- 4 award miles on every spend of Rs. 200.,,- Save up to 15% on dining bills at partner restaurants under Axis Bank Dining Delights Program.,- Domestic and International Airport lounge access.,"- 8 domestic lounge access (on spending a minimum Rs. 50,000 in the previous 3 months).
- 2 international lounge access with the Priority Pass membership (on spending a minimum Rs. 50,000 in the previous 3 months).",,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your earned miles towards flight bookings, hotel reservations, shopping at partner merchants, card rentals, etc."
Axis Bank Freecharge Plus Credit Card,5,188,"- Unlimited 5% cash back on all your Freecharge spends.
- 2% cashback on local commute. 
- Up to 20% discount on dining.
- Spend based waiver of the renewal fee.
- 1% fuel surcharge waiver on all fuel transactions.","
",FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1701952024259705317019520242597053CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,Nil,Rs. 350 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,159,"- 5% cashback on transactions using Freecharge app.
- 2% cashback on cabs, buses.
- 1% cashback on all other transactions.",,- Get 20% off up to Rs. 500 on dining,,,,,- Cashback is directly credited to credit card.
Axis Bank Freecharge Credit Card,5,190,"- Earn Edge Reward Points based on monthly milestones
- Get instant virtual credit card after approval
- Enjoy renewal fee waiver.",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1701952024259705317019520242597053CreditCardImage.webp,0xffAC265C,0xff831E40,components_visa_visas,Rs. 250 + GST,Rs. 250 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,160,"- Monthy spends between Rs 0 to 1,999: 0 Reward Points
- Monthy spends between Rs 2,000 to 4,999: 100 Reward Points
- Monthy spends above Rs 5,000: 350 Reward Points
",,,,,,"- 1% fuel surcharge waiver on transactions between ₹ 400 and ₹ 4,000. ","- Redeem your earned edge reward points from Axis Bank EDGE REWARDS catalog.
- 1 Edge point = ₹ 0.20."
Axis Bank Pride Platinum Credit Card,5,191,"- Get this card with Indian Tricolor shades.
- Earn 4 edge reward points on this credit card.
- Get 15% off on dining.
- Enjoy renewal fee waiver benefit.",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/5a9267bf8218866ce3b42ee904a7616f.png,0xffAC265C,0xff831E40,components_visa_visas,NIL,Rs. 250 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,161,- 4 edge points on every ₹ 200 spent on this credit card.,,- Save up to 15% on dining bills at selected partner restaurants under Axis Bank Dining Delights program.,,,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your earned edge reward points from Axis Bank EDGE REWARDS catalog.
- 1 Edge point = ₹ 0.20."
Axis Bank Pride Signature Credit Card,5,192,"- Unique color theme with shades of Indian Tricolor and a fourth dedicated embossing line.
- 8 EDGE REWARD Points on every spend of Rs. 200 with the card.
- A discount of 15% at partnered restaurants.
- Complimentary access to domestic lounges up to 2 times in a quarter.
- Waiver of renewal fee on annual spends of Rs. 40,000 in the previous year.",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/6f6ba8eacc1189fef23f6644114e5acd.png,0xffAC265C,0xff831E40,components_visa_visas,NIL,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,162,- 8 EDGE REWARD Points on every Rs. 200 you spend using your card.,,- A discount of 15% or more on dining at partner restaurants.,- Complimentary visits to domestic lounges.,"- In every calendar quarter, you will get 2 complimentary domestic lounge access.",,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your earned edge reward points from Axis Bank EDGE REWARDS catalog.
- 1 Edge point = ₹ 0.20."
Axis Bank My Wings Credit Card,5,195,"- Earn 4 edge points on every spend of Rs. 200.
- Exclusive discount offers on travel related bookings.
- Complimentary airport lounge access.
- Get minimum 15% off on dining.",,FALSE,,,,,Axis Bank,https://pgi.billdesk.com/pgidsk/pgmerc/axiscard/axis_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/90edf00d3b10b42e532699c01423459e.png,0xffAC265C,0xff831E40,components_master_card_master_cards,"Rs. 1,200 + GST",Rs. 500 + GST,FALSE,TRUE,FALSE,FALSE,FALSE,165,- 4 Edge points on every ₹ 200 spent on this credit card.,,- Save up to 15% on dining bills at partner restaurants under Axis Bank Dining Delights Program.,"- Complimentary airport lounge access.
- Get travel vouchers worth Rs. 10,000",- 1 complimentary domestic lounge access per quarter.,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your earned edge reward points from Axis Bank EDGE REWARDS catalog.
- 1 Edge point = ₹ 0.20."
